name,latitude,longitude,area,geo_id
"Aptos Beach, Santa Cruz, CA",36.966658176,-121.897563026,0.539833537222862,f16dd39169c610ecf21b8691f19dda67
"Aptos Seascape, Santa Cruz, CA",36.950562376,-121.873628884,0.466276134729989,d5a2fe4b9dfef97932f0221335a3533f
"Arana Gulch, Santa Cruz, CA",36.977736587,-121.997305529,0.107890339035382,c7b612bee844c9a087abd29af23df982
"Banana Belt, Santa Cruz, CA",36.98493545,-122.00749781,0.764389950356798,11d172851e7c42bf343bd4666a99f342
"Beach Hill / Beach Flats, Santa Cruz, CA",36.966108168,-122.02178204,0.0932787284277181,d3ec730c864747b74dacf55b89c0355e
"Beach and Boardwalk District, Santa Cruz, CA",36.96249885,-122.023885876,0.149179744862577,52b81075df6d84ee544a52b90824f8bd
"Beltz Haven, Santa Cruz, CA",36.961458093,-121.969570368,0.0485486747045476,77f9d00509d8db84cd000ea294cc45f3
"Branciforte Drive, Santa Cruz, CA",36.978268151,-122.017830795,0.0736619128001928,25d3d00849d896744a88716429b29194
"California Street / Mission Hill, Santa Cruz, CA",36.970022033,-122.035035152,0.253279264899619,5db37f08f117e6a5c57042237314eaec
"Carbonera, Santa Cruz, CA",36.9972468,-122.015267658,0.544768178375015,09687e7c8ee7a4f7be913c19349bb18b
"DeLaveaga Park, Santa Cruz, CA",37.000523,-121.997585872,0.879012582725923,ba8e9dfd559d9a94aeb1357b247f5f84
"Deer Park Villas, Santa Cruz, CA",36.9698551,-121.878912311,0.325332227701742,31e327f152ad5157a792c7302ab8d7e5
"Downtown Santa Cruz, Santa Cruz, CA",36.9708351,-122.028679477,0.439003564570626,809a8a02c799061741fddb8782312ea5
"Harvey West District, Santa Cruz, CA",36.986073509,-122.03438706,0.399103738182938,0d278ce021208b8942aeb87c490ba7c8
"King Street, Santa Cruz, CA",36.96919284,-122.042281404,0.405728200114608,68c9c9f98f602cf16716d585cf9454f0
"Lighthouse / The Circles, Santa Cruz, CA",36.956264609,-122.036515557,0.923771869656333,9fe5d86db9fd910c180ecfb9b9bd6b9c
"Lighthouse Field State Beach, Santa Cruz, CA",36.952603409,-122.028887179,0.081196252385952,1b4606170583d4ea9ac3f622caa27ed3
"Lower Ocean, Santa Cruz, CA",36.97118404,-122.019232593,0.144424012950224,44317c419f25a882cc067d4447f97f7f
"Lower Seabright, Santa Cruz, CA",36.964217696,-122.007582152,0.18196646236177,13b64e809e2ef35c242e0c25dc282982
"Mission Street Corridor, Santa Cruz, CA",36.968818978,-122.037685576,0.121545705402588,0b959e28f0b1992060f116a5afdc37c7
"Moore Creek Upland Open Space, Santa Cruz, CA",36.969899783,-122.067367623,0.396967939745017,d306d6edb4ad4a18e1ba86f7304f89ed
"Natural Bridges State Beach, Santa Cruz, CA",36.951821899,-122.057144913,0.101858812388069,3eabe65cd96b3f0b5d5348f64b0db60d
"Neary Lagoon, Santa Cruz, CA",36.963934073,-122.031062327,0.0816848115398499,e4357d45031eb0dc4953df4ff2456a96
"Ocean Street Corridor, Santa Cruz, CA",36.977037222,-122.020757666,0.0487571449638568,08dff7960880ffbc9cc5936c552720b9
"Paradise Park Masonic Club, Santa Cruz, CA",37.005652705,-122.039696114,0.378712010329668,d6a9a300454731a5b8881b0071537def
"Pasatiempo, Santa Cruz, CA",37.002319027,-122.025935136,0.646382546334652,630f2225fffa2b89cc8c75b56fdae433
"Pogonip, Santa Cruz, CA",36.997554857,-122.043388567,0.967827869143232,850f2e6f914729a9844048f11d00880f
"Prospect Heights, Santa Cruz, CA",36.9902271,-121.999918741,0.382572329010465,0911aeb015ec79dae4776810ad3b5356
"River Street District, Santa Cruz, CA",36.9811515,-122.029352641,0.12371967301055,93d9af198c043630c31b09b87fcd8d3c
"San Lorenzo Park, Santa Cruz, CA",36.975406417,-122.021794667,0.0202973353031085,36c62ea16bc5230f8cf3d59de9b9803a
"Santa Cruz Gardens, Santa Cruz, CA",36.999575133,-121.975013155,0.444954949584322,7a1d30c36db80ebbb86acd124d13f1c2
"Seacliff Park, Santa Cruz, CA",36.97521424,-121.914316348,0.348425537524196,2b3b8182847e0dd756ba386d83825348
"Seascape Beach Estates, Santa Cruz, CA",36.956996438,-121.885611513,0.120541217930369,527c65f158f31d21a797c34ff0a4def6
"Seascape Golf Club, Santa Cruz, CA",36.963855681,-121.883045893,0.698102549754512,7e615cd99a2818ef1d14142ad3ca36c2
"Soquel Avenue Corridor, Santa Cruz, CA",36.978269241,-122.013720732,0.141761222711661,54447ee04724edb60e66d1e767fcc8e0
"Tanner Heights, Santa Cruz, CA",36.988679176,-122.025637641,0.136329395330351,71087ddd4325b8c10f6acc839d16cf3b
"The Breakers, Santa Cruz, CA",36.95809185,-121.970473362,0.0392427675092899,4315dfc4c2e04c4210044fe31fab9224
"University of California Santa Cruz, Santa Cruz, CA",36.9899467,-122.059155675,1.67648671824822,e29372961298c96489060e735030a3ab
"Upper Ocean, Santa Cruz, CA",36.983423924,-122.025010231,0.0690263964890808,63a072f783fc7432cf2cd62187346513
"Upper Seabright, Santa Cruz, CA",36.973672749,-122.009396618,0.746173008884944,363e25a6a14658d7244d68b65e59985c
"Water Street Corridor, Santa Cruz, CA",36.979604313,-122.021277506,0.118151191341361,3e705620a92dec29aaa5a89aec648c62
"Western Drive / Nobel, Santa Cruz, CA",36.97049335,-122.05620633,0.861763630537227,2704c22615c8d0e4fcd1ff922fb674b6
"Westlake, Santa Cruz, CA",36.978311409,-122.041187257,0.62677448313527,0858aa3d609cbbc38114cb53572f25b2
"Westside Industrial District, Santa Cruz, CA",36.954749158,-122.061633933,0.602400348517551,e76de772f1d3de89392059559e5aeff4
"Alta Mesa, Shasta, CA",40.540197029,-122.334516725,0.638087010152912,fcff87bcf280b41f65e01b35608dbddd
"Anderson City Center, Shasta, CA",40.434765531,-122.293854572,4.51283079259409,4181a61f22de2bec2a62178667db5b87
"Balls Ferry Road, Shasta, CA",40.452195053,-122.271561974,4.42203004207603,3c97760d364d7ca7fcb7627d68db66bc
"Bechelli, Shasta, CA",40.566301352,-122.36836006,0.535226365240239,870118d8228443754a079276c7ba914a
"Bella Vista, Shasta, CA",40.64839557,-122.249430979,22.2456869941924,c8e2054444209c3988667830dbe5f111
"Benton Tract, Shasta, CA",40.599008531,-122.387164615,0.665493413112709,4b4610db08bdb94debe34adbf4971950
"Bluffs, Shasta, CA",40.596587123,-122.373269519,0.636482974373058,c9350727e9060d9a273cee63190d92ea
"Bonnyview, Shasta, CA",40.538880025,-122.371381032,1.21522697278411,b817890aef16e8d31a64a69f15d484af
"Boulder Creek, Shasta, CA",40.60146107,-122.347310986,1.13514405217212,fca2658e3c6f678a7a0dc9e222817e37
"Branstetter, Shasta, CA",40.53739965,-122.415489833,3.50587997513414,a41e24d48af3a6a7f30578ec25941c6a
"Breslauer, Shasta, CA",40.554365637,-122.384754266,0.366896678418403,1c0adb359c1fda542292388b8d7e33b8
"Buckeye, Shasta, CA",40.627691489,-122.404269462,1.51660792166346,79b831da3d8331b1e1fbea6556b69901
"Clear Creek, Shasta, CA",40.505754455,-122.405011411,1.23928029586426,8104d0e4bd11a40a55a8ff8ae394e949
"Clover Creek, Shasta, CA",40.542048635,-122.295566628,1.84608966811327,7318427b5760b49b96bb4b39a790f3d3
"Cottonwood, Shasta, CA",40.406425842,-122.339891796,35.2089578265413,caba41858150885a4c2d35b5329adad2
"Country Heights, Shasta, CA",40.548992943,-122.406138012,1.61183164018796,a8acf712d681a7373a1fbf4c8b68ac57
"Downtown, Shasta, CA",40.581973906,-122.390488737,0.697908061564864,fdba786fd41190b8744008d60f5d7101
"Enterprise, Shasta, CA",40.549240542,-122.349683287,1.44290216424235,ea8ddbdf4d807f75ba9b4f977a3d29bb
"Forest Hills, Shasta, CA",40.556271334,-122.31339446,0.919404281614304,32f80c4b9111eac1e8d69985442c681e
"French Gulch, Shasta, CA",40.707822999,-122.625202218,14.8714254290222,3625af5e11fce9bb6602bffc9006ae09
"Garden Tract, Shasta, CA",40.580183802,-122.38182728,0.345218233066143,4426a761664c0f683eb057c417af48f2
"Girvan, Shasta, CA",40.52152836,-122.370776188,2.09411556444454,1ccc6117fbd2181917e0b10ba874e61e
"Gold Hills, Shasta, CA",40.638543374,-122.34986968,0.89930752829808,301b829740f70dcf2b3f85a9edde1478
"Goodwater, Shasta, CA",40.542014665,-122.317953306,0.471779609740511,73cdd4767390639bbc6fce4c03d921d6
"Gore Ranch, Shasta, CA",40.516657488,-122.416952411,5.03998358761283,d1ffc18a17ae83b50674edbd11bbf3d4
"Greenwood, Shasta, CA",40.575103,-122.398690342,0.227426487663156,f510883227c403e9127a425472705357
"Hawley, Shasta, CA",40.622244,-122.338296755,1.18180687825446,51c9fb3dcda8ad20a4e929963ef942eb
"Hilltop, Shasta, CA",40.57454325,-122.356817109,0.550643054572225,65bc9dfd51f00f49de4655c2f01e6b26
"Keswick, Shasta, CA",40.614264282,-122.465280912,4.29936540914241,b11e3b4204e39224633429bddbbada51
"Kutras, Shasta, CA",40.579537928,-122.37083639,0.548049818022134,a8cae90111e923cd3063f9d2305cd5be
"Lake California, Shasta, CA",40.361637,-122.21464409,6.87512410877779,9edd886dc08ac4e3065c1654fb516cfd
"Lake Redding, Shasta, CA",40.596344904,-122.414178438,0.765489555808788,b03f7c4bcc9db1eaec8ccb7481215fad
"Lakeview, Shasta, CA",40.5893055,-122.404908356,0.405151185144691,7045b430fc21b726b6c4fddc05688e56
"Lema Ranch, Shasta, CA",40.599774058,-122.333680688,0.950901571292743,7b0afbacc0392e1a77e1cb0ae76de0d0
"MLK, Shasta, CA",40.572014,-122.409948468,0.558542341373233,18c1a7a42b32941d2b94c446dfcd3239
"Magnolia, Shasta, CA",40.581246197,-122.40200809,0.352285442564747,4f6bc024e36dca165c44286b41fa2353
"Manzanita, Shasta, CA",40.580190343,-122.416073567,0.613809089097034,76ba12f0d3dc4e38988ebe7dafc92454
"Mary Lake, Shasta, CA",40.569328011,-122.4362371,1.6729591482734,5c38e98745f67ce8d4b589a4160432ec
"Metz Road, Shasta, CA",40.495148435,-122.349652302,1.57343969752101,00db41b4f2869bac589c0b198e59b617
"Midway, Shasta, CA",40.617772802,-122.357903317,0.345990722825479,259c053313961acbd0431f7619463db1
"Millville, Shasta, CA",40.557485291,-122.173361755,8.79397439192753,c2d68dd2db5ea0f82ba07a01c42122f5
"Mistletoe, Shasta, CA",40.5776838,-122.343823997,0.860378674533193,591a030b2eb8bfdb5677a5d48238f56d
"Mountain Gate, Shasta, CA",40.723381709,-122.322882729,2.19989820546299,7ef0421327a3e8ec4c21f860e330949c
"Mountain Lakes, Shasta, CA",40.6260552,-122.381640021,1.26966630814504,9b673e87427304fd06d3156cb4b33f77
"Mt. Shasta Mall, Shasta, CA",40.5867005,-122.349819674,0.605009135597424,32dd089987db7cb20c7a45a65057de36
"North Bechelli, Shasta, CA",40.578401802,-122.362247835,0.346893838415782,8164fdb833546b93ee37184821db7ba9
"North Hilltop, Shasta, CA",40.603793175,-122.36801647,0.691917000813053,34e602ba96a81b26620bfb5aa7cbaecf
"North Shasta View, Shasta, CA",40.580049115,-122.326760878,1.00073030605161,e9eba334e4f495fb94954a689fbb9673
"Northpoint, Shasta, CA",40.615423863,-122.381411041,0.303568707491256,e935a58c603c76d7bf0e0d7d0b60e84b
"Oak Haven, Shasta, CA",40.555034202,-122.339701496,0.196839075802706,22bc9f338a88ab74e62daa8b8c815d13
"Oasis, Shasta, CA",40.648781276,-122.362383112,2.51115714804501,223a3a5a61a8a046185345b43ffc22fb
"Palo Cedro, Shasta, CA",40.548524,-122.232787832,3.86491378008319,138ac4a7c40c0af9bb8a0ed34d45b982
"Panorama, Shasta, CA",40.61422265,-122.396557336,0.705792313090617,8b97659c4c036c198a6286c02cdbb317
"Parkview, Shasta, CA",40.567704235,-122.383554636,0.569846211168153,ebfb0dfea1f41b0017358ecfbf92d791
"Pine Grove, Shasta, CA",40.665568,-122.358908044,1.90397613156017,0db8c007184eb4dee9e6ce02830e8f42
"Powerline, Shasta, CA",40.554011488,-122.434269532,0.765794587806158,2d210c7c66a6a7e2b4a6871a52c35bea
"Quartz Hill, Shasta, CA",40.605986785,-122.416685938,2.57659217111539,877071d052f532a6878d6777368fa05c
"Reservoir, Shasta, CA",40.567408485,-122.343038929,0.555265563904431,cd22cb0b5faa9de03f58b0aa0e807498
"Ridgeview, Shasta, CA",40.563408251,-122.419544076,1.47358853744607,a9500d5c812ff8a14127ad7703281e7e
"Riverside Avenue, Shasta, CA",40.460859794,-122.302708635,2.23304056011742,b947e13b4677ea28dafe08f282946fa4
"Saratoga, Shasta, CA",40.542014665,-122.325739237,0.521636784201891,94d047a0110a4aad090ed45742ed5d50
"Shasta, Shasta, CA",40.594421804,-122.482517078,9.47337298972167,b4430488701c101381adfc1340f49aa7
"Shasta College, Shasta, CA",40.626881184,-122.313896977,0.601552692243549,24ff4cebf085033ada5065110ef356e4
"Shasta Dam Boulevard, Shasta, CA",40.69304546,-122.373078593,3.98053067970746,b61dcb90a375723d98c76370e493062a
"Shasta Lake City Center, Shasta, CA",40.672652246,-122.375671936,2.02300638000109,6470688325e32e69a4e35968cf604167
"Shasta View, Shasta, CA",40.570394549,-122.324356782,0.563118882034637,3252c1d9563d32d86d0c68dc16e82b35
"Simpson University Region, Shasta, CA",40.604095702,-122.324616838,2.21294228314671,623641f0e3e87cc76edffed9f53870cf
"South Bechelli, Shasta, CA",40.549240542,-122.365079345,1.49660217724353,4a820c95652a38cf8ef56b1199102a02
"Starlight, Shasta, CA",40.5620415,-122.39736796,0.64118007389423,19df090a874c155f0faef91a3a360f22
"Starview, Shasta, CA",40.55652615,-122.329591477,0.717342876268863,261742140d1f10b114df582f25932681
"Sulphur Creek Hill, Shasta, CA",40.608200648,-122.382143371,0.292752018481897,9ef578aff9d0cb8bee8d50076a5aa888
"Sunset, Shasta, CA",40.588210772,-122.432178895,1.18880166709644,f62c9a92781f781d09bc94b89065e7e7
"Tanglewood, Shasta, CA",40.600200828,-122.354961391,0.410624119571693,230600bab65fde52c9ba5a80e331b422
"Tierra Oaks, Shasta, CA",40.666644793,-122.3302011,1.03301842154359,76e0bc7dd26b97d78d75121e1d95a5c0
"Turtle Bay, Shasta, CA",40.58932818,-122.376153661,0.421208959677579,acb24ff6d4828dcf39dc974c19e04627
"Twinview, Shasta, CA",40.6218625,-122.359039468,1.10360418325639,a066dee47f01d65c8d48953871b9776b
"Westwood, Shasta, CA",40.522725435,-122.386237506,0.357174039967059,dc20047c877923933341f6325edffc60
"Wyndham, Shasta, CA",40.559359637,-122.379989343,0.326419086427885,0566582db1fbabbaa9e317d9cdb3cfd9
"Bay Terrace, Solano, CA",38.117233501,-122.268885403,0.0645917433509965,24b5e86a831b289737fa8a46300ed299
"Dixon California, Solano, CA",38.432796673,-121.81805287,0.112549627388368,9211e018f2450327eae3ce570d9a89ea
"Glen Cove, Solano, CA",38.07241595,-122.211692336,1.76475966823051,25003b8002139b3f6fd638d5ecc655ea
"Heritage Park, Solano, CA",38.248761928,-122.022815276,0.173824313649685,0e284c55f1b59ccdca5041cf9ba2f08c
"Lawler Ranch, Solano, CA",38.239972,-121.997997711,0.516574623310309,d297bc5121ae24ad3edb99c33c8aad0f
"Paradise Valley, Solano, CA",38.297880236,-122.020059958,1.94548437096066,019510c322b4cc76116de5183619d66b
"Seminole, Solano, CA",38.287727,-122.069400889,0.95103699039285,1840077b6db22ca6cb8c3499a5c4d776
"UC Davis, Solano, CA",38.536079995,-121.755875604,1.44192700194819,f9d9f5d7f4d2cd6d55ec4e17aae6dcab
"Vallejo Heights, Solano, CA",38.11498575,-122.262684048,0.16173842319961,01e73bf9c4e30fb89e0eb51a30d6e028
"Valley Glen, Solano, CA",38.43611995,-121.829417205,0.333056339469875,872e290843b0481d69830706242604fc
"Adobe, Sonoma, CA",38.2490034,-122.608411876,3.14428898255417,72a415e4c6a57e04f08faabeb92bdc0f
"Alta Vista, Sonoma, CA",38.461936333,-122.690270273,0.0853743817557259,87c7482e94d79b90c78e1b6ca667f06a
"Bennett Valley, Sonoma, CA",38.428318024,-122.653974315,0.738293011749599,3e9532f3383801ff68c1a128175f85d5
"Burbank Gardens, Sonoma, CA",38.434776306,-122.708583108,0.143881876949515,4b13838288b3fba5736dd638cd4bcdba
"Canon Manor, Sonoma, CA",38.330328329,-122.671497837,0.513283625338469,07cd5d373ce53a4401382a7282620fef
"Castlerock, Sonoma, CA",38.450083527,-122.660381331,0.184397087302336,f2f83f58e4641396d7b7d06e65aeb10a
"Cherry Street Historic Neighborhood, Sonoma, CA",38.444255829,-122.71391396,0.0504106096833688,06b284c7a5fb2a0439cc859f005549c4
"Colegio Vista, Sonoma, CA",38.338846984,-122.689139331,0.174854853872689,cc256f32a0d3a1d3607e58e8eddaae1f
"College, Sonoma, CA",38.26189774,-122.631449729,2.48771557643369,804e8e784206b5f954e2b75adbbd5d91
"Country Club Estates, Sonoma, CA",38.355307047,-122.697629779,0.748745110901298,ab828ae2d4eff3ff7107b6ac3332c80e
"Diamond A Ranch Estates, Sonoma, CA",38.302205752,-122.54223433,3.8819548708478,db719023c9557954b84f77b4e54c5213
"Downtown, Sonoma, CA",38.440139771,-122.714794634,0.182866125540774,c101251256be13495f9eafda46d55124
"Downtown Petaluma, Sonoma, CA",38.2330623,-122.637681849,0.456570935664797,2bafbf926b9e15f00804efd60bfaee6c
"Earle St. & South A St., Sonoma, CA",38.425283432,-122.711954051,0.190086141512633,bbad0b5f426550eb015948f0945e68e6
"Forestville, Sonoma, CA",38.483960422,-122.885775815,5.42783430342733,ebaabd3e2acf8e0c807fe8886fadf024
"Fountaingrove, Sonoma, CA",38.489682892,-122.704797727,3.80215058961955,70611c228ee4f395c739440ebb718be3
"Fulton, Sonoma, CA",38.495355259,-122.771302409,1.95480994472237,abc80c5c71942e7a7fd23aebd40507ed
"Gold Ridge, Sonoma, CA",38.384008612,-122.878818678,1.21545201360417,a3e501312cbad168f63dcbc42e7d9469
"Gordon / Cooper, Sonoma, CA",38.430877069,-122.692544685,0.0747236976121915,73b9006d3a2f5091cf648906e0033257
"Graton, Sonoma, CA",38.438717459,-122.865862695,1.63482639568383,e13876656ac9f6b3cc487849a16d0cf0
"Hidden Valley, Sonoma, CA",38.463870517,-122.700040984,0.172688946629517,7c58ce7db6eb6cca9ffe9d14933f899a
"Historic Railroad Square, Sonoma, CA",38.437159637,-122.721421767,0.0796668710489915,6f7a61666341f764863cab3430376d4d
"Holiday Park, Sonoma, CA",38.324196986,-122.694157504,0.342944659420851,3d5fa515ed7fee99e46bac3162302de9
"Juilliard Park, Sonoma, CA",38.435106497,-122.714553624,0.12679819658241,5a6505470127c7c44769403eb14260d2
"Junior College, Sonoma, CA",38.453981373,-122.710651847,0.821978324715723,643bacff0ec936c7cb1a3da211da8659
"Kenwood, Sonoma, CA",38.414684358,-122.539935918,4.12755987428107,58b72457b42a5747f06bca4856aaaad8
"Larkfield-Wikiup, Sonoma, CA",38.508777395,-122.752434104,5.64622719306546,3849bb2b80a76f4d1bff1dd954bee131
"Maker Alley, Sonoma, CA",38.269665958,-122.665653634,1.20775983496458,adebe39cbdff2d91544fb71c65afc222
"Memorial Hospital Neighborhood, Sonoma, CA",38.442541123,-122.696936228,0.795832573566276,cbe46c34039f47de4f1f1906e5c73b18
"Middle Rincon, Sonoma, CA",38.473439837,-122.667405165,0.171008249260487,983ba94088c92a398261029db06f8370
"Midtown, Sonoma, CA",38.24593135,-122.635612773,1.30137904980471,b2cbfc3c6e5c154b996d4110e557008e
"Montgomery Village, Sonoma, CA",38.444112778,-122.686472526,0.0473099455667284,61f26624705bd3342f9f60ff4090b690
"Mountain Shadows, Sonoma, CA",38.366731644,-122.701294296,0.724010301798505,885843bde2f87a21899fa9d71ed21fff
"North Junior College, Sonoma, CA",38.460399628,-122.721644315,0.239112827254861,b9dfc14866f94eb8e7b5d76864aa3c94
"Northwest Santa Rosa, Sonoma, CA",38.474416346,-122.761483701,0.892307341958748,7f02b42a07fc0110cf714c1c6c06eb91
"Oakhill Brewster, Sonoma, CA",38.242385774,-122.653066451,0.786430444932112,78902b55fa9411d81febaf093e73a6a7
"Oakmont Village, Sonoma, CA",38.434840252,-122.593183604,2.72716045058013,9b210f651b0d5539725bcaa957a2dfb2
"Proctor Terrace, Sonoma, CA",38.455781953,-122.696465486,0.374984166076777,beeff5d52ad9a0691a791b04ee35a58c
"Riebli-Wallace, Sonoma, CA",38.50060358,-122.690934524,2.89198338523829,613b236fff5a1ea54db5c0829a006c85
"Roseland, Sonoma, CA",38.410280613,-122.728686265,3.95384080317808,980ec32734a4c6c87325aa69bf469453
"Saint Rose, Sonoma, CA",38.443431854,-122.719334386,0.0925243495163901,5efbc2d25498d5096eb76d6f36535a45
"Santa Rosa Farms, Sonoma, CA",38.378726217,-122.739462331,3.3355407837053,2eb1a3faf4e49b8afc8ef5361d051182
"Scenic Brush Creek, Sonoma, CA",38.470078407,-122.680707277,0.225970463892918,dc8d5194fd359c57951814eff92edfd8
"Skyhawk, Sonoma, CA",38.465798039,-122.637788522,0.408929783660175,c13688653699d021c90ccd0d730c948d
"Sonoma State University, Sonoma, CA",38.341101491,-122.67334549,0.479004302900132,e07e9fa4b6e25d255ab25d400bfea11e
"South Park, Sonoma, CA",38.428468705,-122.707115741,0.180918551944372,da848032a018f5183ae55faa8ff2def6
"Spreckles Place, Sonoma, CA",38.330796792,-122.680772888,0.309475659870985,e810811e8a1371ca93e85638bd65b144
"St. Francis Acres, Sonoma, CA",38.470318399,-122.643999988,0.37119877888095,b4c7ff86fc84aee85103eb04d2c5f9e7
"Waterfront, Sonoma, CA",38.227248781,-122.594355097,1.79901699029182,a631c8be81e455bb6a5e1518e7d34e48
"West End, Sonoma, CA",38.441216104,-122.724912241,0.180407344464115,08f87d1ee308e1e5ed03b8d904394222
"West Junior College, Sonoma, CA",38.452451706,-122.72172798,0.338785838240971,a9ac424fa9d80231a08a4e71f8fb4db8
"Western, Sonoma, CA",38.220193122,-122.641620135,2.8160686889352,c1b6f60906fb5677c453285715b81e61
"Wright, Sonoma, CA",38.417024713,-122.759371157,3.36945824715009,31f93867715dd342f77c52a1e86dbfc1
"Downtown, Stanislaus, CA",37.6391425,-120.999613553,1.38837829429887,6a0b2f42ccf1baca649d1a279fb0306c
"Enslen, Stanislaus, CA",37.656600439,-120.998399931,0.509550859120298,ebe5a1bfe82728db345b937cf8b615a6
"Graceada Park, Stanislaus, CA",37.647492942,-121.000606619,0.178738018362048,65d587d8bf36ba348124042d047fe290
"Hintze / Fairmont, Stanislaus, CA",37.65500774,-120.991234317,0.0874875940292687,6a64eab6175bd85a81495c2d45ccc0d7
"La Loma, Stanislaus, CA",37.64372551,-120.975379713,0.643428895170108,3daca931bef9ab062514955381fa8d33
"Patterson Gardens, Stanislaus, CA",37.46021715,-121.150100917,0.432324341133285,841a664ba834cad07a18bb7fc0bc574f
"Vintage Fair Estates, Stanislaus, CA",37.687687042,-121.040943818,0.0975114304277925,5f54882a1b34e530c7c17cc9725f5ef6
"Vintage Modesto East McHenry, Stanislaus, CA",37.652092,-120.984674114,0.481170854627709,3f639f85662474b92fd55f65390db529
"Arundell, Ventura, CA",34.256196976,-119.230806208,1.34601998114899,64de97dfefa17c6e962003028e2851e6
"Bartolo Square North, Ventura, CA",34.18561554,-119.192115783,0.209599091556415,c75691f3d340a74112580f1774db5cff
"Bartolo Square South, Ventura, CA",34.178503037,-119.190654319,0.192426469860851,554dbf307e4f214779dd529d5dd664e5
"Blackstone North, Ventura, CA",34.170901562,-119.172524326,0.227931568470611,736d74d3d84bca079bb46c4714b9101e
"Blackstone South, Ventura, CA",34.164594651,-119.171948828,0.280114713604132,f858e17ac6952b38d2de1608fb4a7151
"Bryce Canyon North, Ventura, CA",34.17102623,-119.18161317,0.263531220127391,2f8bcdc7a8fc7a4888690da5c9a659c6
"Bryce Canyon South, Ventura, CA",34.16356659,-119.181711469,0.157758787821821,fc4076c662a42d708b5094519b924f58
"Cabrillo, Ventura, CA",34.213771821,-119.201212467,0.559388424084251,9fce05e8a8a536c1d38d43d59fb8bfa7
"Cal-Gisler, Ventura, CA",34.181739807,-119.172978894,0.457868281005162,a3f3e996a834af3d0987c62a86f2626d
"Camarillo Airport, Ventura, CA",34.210961642,-119.088946458,1.20854990781359,7b0cba137f25f2ef5a5338c0f62a05b9
"Camarillo Heights, Ventura, CA",34.248499368,-119.03080427,5.72280576070431,3b41e03fa3f924dea0dccdd828c06d43
"Camarillo Springs, Ventura, CA",34.204808352,-118.997526545,2.43996330100688,e5b4bf308ca40aeb06964f7a86e9f681
"Carriage Square, Ventura, CA",34.213692895,-119.182579117,0.462029592012564,c348425028d35c7226ab6815fe6def03
"Central Camarillo, Ventura, CA",34.229354858,-119.045132265,3.89945754723819,5353f60a0c4b79e9c3099ed646c6c752
"Channel Islands, Ventura, CA",34.183028193,-119.2277911,0.756252796828601,0957a9ae235d6e274c7988307dffc565
"College, Ventura, CA",34.281107932,-119.23234279,2.45019525647604,3607aabf1b3213a1ad017c0574cd0897
"College Estates, Ventura, CA",34.167799179,-119.162876806,0.310088357369263,25fa8c9bb40684e4e45e577ed11a6d09
"College Park, Ventura, CA",34.168598175,-119.154523175,0.460825229112512,b8c003754a820977041ecfab7bdf6961
"County Line Beach, Ventura, CA",34.051164827,-118.959028957,0.0468748053565694,a6dd8b6522ae860734a38906c98e37c8
"Cypress, Ventura, CA",34.150998733,-119.172131187,0.323488946317201,092620bdb7ce5acd184f0cdd7ad77698
"Diamond Bar, Ventura, CA",34.170355249,-119.149684233,0.120877108813066,27f0a3bbdc9f311bdbe26d07951c2289
"Downtown, Ventura, CA",34.281636764,-119.290218098,1.21745339431984,3bbae01ed2911287a58957156179329e
"Downtown Thousand Oaks, Ventura, CA",34.182269011,-118.88135609,0.626561645474786,612c46b39dc36de89179277eac99e50d
"East Village, Ventura, CA",34.212182999,-119.153075924,0.516440131727246,4c424c8a1869e60705f682932e4a6e77
"El Rio, Ventura, CA",34.24458313,-119.156489642,2.22515185597241,134be387c9feba02fd142370df085ae5
"El Rio West, Ventura, CA",34.236960466,-119.171332131,0.120008852277299,78ecdf6241ad104123bd510d2378c6a1
"Esplanade Shopping Center, Ventura, CA",34.233003383,-119.176712618,0.244444410895577,9c76a7e422be56126761f3ab76d176d0
"Five Points Northeast, Ventura, CA",34.191904068,-119.173503705,0.473354235891584,4353e27bc0bbd4d3a077371b7e8834c8
"Fremont North, Ventura, CA",34.2135849,-119.191283637,0.303993046199121,f927e57a71a670cc2d0e3b6409031c26
"Fremont South, Ventura, CA",34.203294754,-119.191268117,0.274771029855865,a841de66b26e2a65c9836845e0fe1112
"Hillsides, Ventura, CA",34.313944764,-119.226557089,21.7427929504979,75ca40a76cf6adaecb38fac4d81ab057
"Hobson Park East, Ventura, CA",34.193782807,-119.183280674,0.345820286144868,45177c28b858224808cffcc52ea4552d
"Hobson Park West, Ventura, CA",34.19396019,-119.191962451,0.182583237341818,0dff33a9fa0bb30ac9f22e950498e072
"Hollywood by the Sea, Ventura, CA",34.165919147,-119.226603846,0.741231547598904,ec8d9acd5743efff8144a0807984a75c
"Juanamaria, Ventura, CA",34.282870092,-119.187605944,1.15826575184298,e9f7fae166615ef72dff609d91a4b5a1
"Kamala Park, Ventura, CA",34.18177414,-119.182349168,0.638562671833175,231171aaad51c6b73ffceb30578994fc
"La Colonia, Ventura, CA",34.204227448,-119.168491705,0.515084651085684,642fdae8c09c2567ad3939a04ee1a004
"Las Posas Estates, Ventura, CA",34.243686565,-119.077124289,1.60786788312292,0ddf8fe21543d2a454fba8412bed6213
"Las Posas North, Ventura, CA",34.239724123,-119.064195524,1.07895542681986,6083d8b74af74a6cddbc1001a56dbdb8
